Place,Count
Afrika,1
Ahlden,2
Ahlefeldt,1
Amerika,1
Amsterdam,2
Anhalt,4
Augsburg,2
Avranches,1
Bayern,8
Belgrad,7
Berlin,12
Borgholzhausen,1
Brandenburg,9
Bremen,1
Buda,3
Böhmen,1
Celle,8
Clausthal,1
Condom,1
Dalmatien,1
Dennem,1
Deutschland,4
Dixmuiden,1
Donau,1
Dresden,3
Dänemark,10
Ebstorf,3
Elbe,1
England,21
Engländer,13
Etsch,1
Euböa,1
Europa,7
Europäer,1
Florenz,2
Frankfurt,2
Frankreich,42
Franzose,3
Freising,1
Friesland,1
Fürstenberg,1
Fürstenfeldbruck,1
Genua,1
Goslar,1
Gotha,1
Greiffenstein,1
Großbritannien,4
Grönland,1
Göhrde,2
Güstrower,1
Hamburg,1
Hannover,49
Hanover,3
Harburg,1
Harburger,2
Hessen-Kassel,2
Holland,5
Holländer,3
Holstein,1
Idria,1
Ilok,1
Inn,1
Israel,1
Italien,3
Italiener,1
Karlsbad,1
Koblenz,1
Konstantinopel,1
Kurpfalz,1
Kärnten,1
Köln,2
Königsmarck,1
La Trappe,1
Laxemburg,1
Levante,1
Linsburg,6
Loccum,6
London,1
Loreto,1
Lothringen,6
Lyon,3
Lüneborg,1
Lüneburg,4
Lüttich,1
Mailändisch,1
Mainz,1
Mantua,1
Maubuisson,2
Meaux,12
Mecklenburg,1
Modena,13
Morea,1
München,6
Namur,1
Nassau,1
Nauplia,1
Neuburg,1
Niederlande,3
Nizza,1
Nordmeer,1
Norwegen,1
OberUngarn,1
Oranien,12
Orléans,2
Ostfriesland,3
Paris,8
Pest,1
Peterwardein,2
Pfalz-Neuburg,1
Philippsburg,2
Plittersdorf,1
Po,1
Pottendorf,1
Prag,1
Preußen,1
Pyrmont,1
Regensburg,4
Rhein,8
Rom,4
Ruhr,3
Römer,2
Sachsen,1
Sachsen-Gotha,1
Saint Cyr,1
Salzburg,1
Salzdahlum,1
Savoyen,4
Scarlati,1
Schotte,2
Schweden,2
Siebenbürgen,3
Sorbonne,2
Spanien,2
Spanier,5
Stade,1
Starhemberg,1
Steiermark,1
Sulzbach,2
Temeswar,2
Toskana,2
Transsilvanien,1
Türke,4
Ungarn,6
Venedig,7
Venezianer,3
Vesuv,1
Walachei,1
Wales,3
Wardein,1
Wien,24
Wolfenbüttel,7
Württemberg,1
Zell,1
Zellerfeld,1
